MAC,SSID,Encryption,FirstSeen,Channel,RSSI,Latitude,Longitude,AltitudeMeters,AccuracyMeters,Type
8C:59:73:34:5B:3C,MySpectrumWiFi08-2G,[WPA2-PSK-CCMP+TKIP][ESS],35:41.9,1,-86,30.401975,77.968894,970.4,237,WIFI
1A:E8:29:14:23:3A,Missoula Paddleheads  - Guest,[ESS],35:41.9,6,-86,30.401975,77.968894,970.4,237,WIFI
58:90:43:CE:31:0E,CenturyLink7995,[WPA2-PSK-CCMP+TKIP][ESS],35:41.9,7,-85,30.401906,77.968879,970.4,237,WIFI
2A:E8:29:14:23:3A,fuel,[WPA2-PSK-CCMP+TKIP][ESS],35:41.9,11,-92,30.401906,77.968879,970.4,237,WIFI
02:6A:E3:72:D2:DF,BRCiti,[WPA2-PSK-CCMP+TKIP][ESS],35:42.0,11,-89,30.401838,77.968864,970.4,237,WIFI
74:D0:2B:D1:15:48,Imagine_Guest,[WPA2-PSK-CCMP+TKIP][ESS],35:42.0,6,-88,30.401838,77.968864,970.4,237,WIFI
60:B7:6E:A9:AA:AE,MySpectrumWiFic0-2G,[WPA2-PSK-CCMP+TKIP][ESS],35:54.5,7,-67,30.401773,77.968849,961.9,237,WIFI
B6:FB:E4:71:92:0D,MySpectrumWiFi90-2G,[WPA2-PSK-CCMP+TKIP][ESS],35:54.5,8,-67,30.401773,77.968849,961.9,237,WIFI
08:D5:9D:8F:8A:C6,BRCiti,[WPA2-PSK-CCMP+TKIP][ESS],35:54.5,9,-68,30.40171,77.968841,961.9,237,WIFI
A8:9A:93:B1:FF:96,SpectrumSetup-46,[WPA2-PSK-CCMP+TKIP][ESS],35:54.5,10,-90,30.40171,77.968841,961.9,237,WIFI
60:B7:6E:A9:AA:AE,FBI,[ESS],35:54.5,11,-88,30.401647,77.968826,961.9,237,WIFI
02:78:71:06:B0:44,BrownChickenBrownCow,[WPA2-PSK-CCMP+TKIP][ESS],35:54.5,1,-89,30.401647,77.968826,961.9,237,WIFI
66:38:E0:7A:F5:E2,CenturyLink7995,[WPA2-PSK-CCMP+TKIP][ESS],35:54.5,8,-85,30.401582,77.968818,961.9,237,WIFI
F0:2F:74:91:A3:C8,MySpectrumWiFi88-2G,[WPA2-PSK-CCMP+TKIP][ESS],35:54.5,10,-87,30.401582,77.968818,961.9,237,WIFI
02:6A:E3:72:D2:DF,CenturyLink3130,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],35:54.5,1,-89,30.401519,77.968803,961.9,237,WIFI
A8:9A:93:A2:2E:8E,Missoula Paddleheads  - Guest,[ESS],35:54.5,1,-83,30.401519,77.968803,961.9,237,WIFI
1C:74:0D:46:50:97,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],35:54.5,1,-88,30.401454,77.968803,961.9,237,WIFI
2A:E8:29:5A:1B:8C,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],35:54.6,5,-91,30.401454,77.968803,961.9,237,WIFI
18:E8:29:5A:1B:8C,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],35:54.6,6,-88,30.401391,77.968803,961.8,687,WIFI
18:E8:29:5A:1B:8C,Missoula Paddleheads  - Guest,[ESS],35:54.6,6,-88,30.401391,77.968803,961.8,687,WIFI
1A:E8:29:5A:1B:8C,CenturyLink7995,[WPA2-PSK-CCMP+TKIP][ESS],35:54.6,7,-81,30.401325,77.968803,961.8,687,WIFI
2A:E8:29:5A:1B:8C,MySpectrumWiFi08-2G,[WPA2-PSK-CCMP+TKIP][ESS],35:54.6,8,-69,30.401325,77.968803,961.8,687,WIFI
02:6A:E3:72:D2:DF,CenturyLink1236,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],35:54.6,8,-68,30.401258,77.968803,961.8,687,WIFI
58:90:43:CE:31:0E,MySpectrumWiFi90-2G,[WPA2-PSK-CCMP+TKIP][ESS],35:54.6,11,-79,30.401258,77.968803,961.8,687,WIFI
8C:59:73:34:5B:3C,MySpectrumWiFic0-2G,[WPA2-PSK-CCMP+TKIP][ESS],35:54.6,11,-68,30.401185,77.968795,961.8,687,WIFI
A8:9A:93:B1:FF:96,MySpectrumWiFi10-2G,[WPA2-PSK-CCMP+TKIP][ESS],35:58.8,11,-81,30.401185,77.968795,961.8,687,WIFI
08:D5:9D:8F:8A:C6,MySpectrumWiFi78-2G,[WPA2-PSK-CCMP+TKIP][ESS],35:58.8,11,-87,30.401111,77.968788,961.8,687,WIFI
08:3E:5D:8D:36:16,Imagine_Guest,[WPA2-PSK-CCMP+TKIP][ESS],35:58.8,1,-80,30.401111,77.968788,961.8,687,WIFI
F0:81:75:E2:68:7E,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],35:58.8,1,-90,30.401037,77.96878,961.8,687,WIFI
B6:FB:E4:71:92:0D,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],35:58.8,1,-88,30.401037,77.96878,961.8,687,WIFI
18:E8:29:14:23:3A,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],35:58.8,1,-89,30.400964,77.968765,961.7,689,WIFI
18:E8:29:5A:1B:8C,Missoula Paddleheads  - Guest,[ESS],36:07.2,1,-87,30.400964,77.968765,961.7,689,WIFI
1A:E8:29:5A:1B:8C,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],36:07.2,5,-89,30.400892,77.968765,961.7,689,WIFI
2A:E8:29:5A:1B:8C,Missoula Paddleheads  - Guest,[ESS],36:53.2,6,-90,30.400892,77.968765,961.7,689,WIFI
18:E8:29:14:23:3A,MySpectrumWiFic0-2G,[WPA2-PSK-CCMP+TKIP][ESS],36:53.2,6,-90,30.400821,77.968757,961.7,689,WIFI
2A:E8:29:14:23:3A,CenturyLink4603,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],36:53.2,8,-92,30.400821,77.968757,961.7,689,WIFI
08:D5:9D:8F:8A:C6,CenturyLink4655,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],36:53.2,11,-92,30.400749,77.968757,961.7,689,WIFI
70:F2:20:E1:1F:A3,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],36:53.3,1,-71,30.400749,77.968757,961.7,689,WIFI
70:F2:20:E1:22:E3,Tetons Baseball,[WPA2-PSK-CCMP+TKIP][ESS],36:53.3,1,-71,30.400678,77.968757,961.7,689,WIFI
1A:E8:29:14:23:3A,Poverello Center,[WPA2-PSK-CCMP+TKIP][ESS],37:01.6,1,-71,30.400678,77.968757,961.7,689,WIFI
28:80:A2:05:C5:D3,Pov Staff Only,[WPA2-PSK-CCMP+TKIP][ESS],37:01.7,3,-83,30.400131,77.969131,961.7,689,WIFI
FE:EC:DA:97:BE:69,MySpectrumWiFi78-2G,[WPA2-PSK-CCMP+TKIP][ESS],37:01.7,5,-82,30.400093,77.969154,961.7,689,WIFI
FC:EC:DA:97:BE:69,MySpectrumWiFi08-2G,[WPA2-PSK-CCMP+TKIP][ESS],37:01.7,6,-88,30.400093,77.969154,961.7,689,WIFI
F0:81:75:E2:68:7E,BRCiti,[WPA2-PSK-CCMP+TKIP][ESS],37:01.7,6,-91,30.40006,77.969184,961.7,689,WIFI
58:90:43:CE:31:0E,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],37:01.7,6,-82,30.40006,77.969184,961.7,689,WIFI
60:B7:6E:A9:AA:AE,Missoula Paddleheads  - Guest,[ESS],37:01.7,6,-85,30.400028,77.9692,961.7,689,WIFI
1A:E8:29:14:23:36,Missoula Paddleheads  - Guest,[ESS],37:01.7,8,-87,30.400028,77.9692,961.7,689,WIFI
2A:E8:29:14:23:36,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],37:01.7,1,-90,30.399999,77.969215,961.8,691,WIFI
2A:E8:29:5A:1B:8C,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],37:05.9,1,-83,30.399999,77.969215,961.8,691,WIFI
18:E8:29:5A:1B:8C,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],37:05.9,10,-70,30.399971,77.96923,961.8,691,WIFI
1A:E8:29:5A:1B:8C,Missoula Paddleheads  - Guest,[ESS],37:05.9,1,-70,30.399971,77.96923,961.8,691,WIFI
1A:E8:29:14:23:3A,Imagine_Guest,[WPA2-PSK-CCMP+TKIP][ESS],37:10.1,11,-82,30.399948,77.969253,961.8,691,WIFI
2A:E8:29:14:23:3A,CenturyLink4492,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],37:10.1,11,-84,30.399948,77.969253,961.8,691,WIFI
B6:FB:E4:71:92:0D,BRCiti,[WPA2-PSK-CCMP+TKIP][ESS],37:10.1,1,-91,30.39993,77.969261,961.8,691,WIFI
70:F2:20:E1:18:B3,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],37:10.1,1,-76,30.39993,77.969261,961.8,691,WIFI
60:B7:6E:A9:AA:AE,CenturyLink4603,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],37:10.1,6,-87,30.399913,77.969276,961.8,691,WIFI
18:E8:29:14:23:3A,CenturyLink4655,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],37:10.1,6,-91,30.399913,77.969276,961.8,691,WIFI
70:F2:20:E1:1F:A3,MySpectrumWiFic0-2G,[WPA2-PSK-CCMP+TKIP][ESS],37:10.1,6,-82,30.399906,77.969284,961.8,691,WIFI
70:F2:20:E1:22:E3,Poverello Center,[WPA2-PSK-CCMP+TKIP][ESS],37:14.3,6,-88,30.399906,77.969284,961.8,691,WIFI
08:D5:9D:8F:8A:C6,herpderp,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],37:14.3,1,-72,30.399902,77.969284,961.8,691,WIFI
FE:EC:DA:97:BE:69,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],37:14.3,8,-86,30.399902,77.969284,961.8,691,WIFI
0A:18:D6:69:F1:FD,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],37:14.3,1,-72,30.399894,77.969291,962.4,238,WIFI
18:E8:29:5A:1B:8C,Missoula Paddleheads  - Guest,[ESS],37:14.3,1,-73,30.399894,77.969291,962.4,238,WIFI
1A:E8:29:5A:1B:8C,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],37:14.3,10,-84,30.39989,77.969291,962.4,238,WIFI
2A:E8:29:5A:1B:8C,CenturyLink7805,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],37:14.3,11,-86,30.39989,77.969291,962.4,238,WIFI
1A:E8:29:14:23:36,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],37:18.5,11,-94,30.399887,77.969291,962.4,238,WIFI
5C:E2:8C:D4:32:48,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],37:18.5,11,-86,30.399887,77.969291,962.4,238,WIFI
1A:E8:29:14:23:3A,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],37:18.5,11,-88,30.399885,77.969291,962.4,238,WIFI
18:E8:29:14:23:3A,MySpectrumWiFic0-2G,[WPA2-PSK-CCMP+TKIP][ESS],37:18.5,11,-89,30.399885,77.969291,962.4,238,WIFI
18:E8:29:14:23:36,Citi2,[WPA2-PSK-CCMP+TKIP][ESS],37:18.5,11,-69,30.399881,77.969291,962.4,238,WIFI
08:D5:9D:8F:8A:C6,DIRECT-F4-HP OfficeJet 4650,[WPA2-PSK-CCMP+TKIP][ESS],37:18.5,1,-70,30.399881,77.969291,962.4,238,WIFI
10:DA:43:80:A3:D1,ARRIS-0615,[WPA2-PSK-CCMP+TKIP][ESS],37:18.5,1,-70,30.399875,77.969291,962.4,238,WIFI
AC:E2:D3:A7:2B:F5,Missoula Paddleheads  - Guest,[ESS],37:18.5,1,-83,30.399875,77.969291,962.4,238,WIFI
C0:A0:0D:A6:34:90,MySpectrumWiFi08-2G,[WPA2-PSK-CCMP+TKIP][ESS],37:18.5,1,-87,30.399869,77.969299,962.4,238,WIFI
2A:E8:29:14:23:3A,BurritoShop,[WPA2-PSK-CCMP+TKIP][ESS],37:22.7,1,-88,30.399869,77.969299,962.4,238,WIFI
58:90:43:CE:31:0E,fuel,[WPA2-PSK-CCMP+TKIP][ESS],37:22.7,1,-93,30.399869,77.969299,962.4,238,WIFI
94:A6:7E:65:51:C4,Tetons Baseball,[WPA2-PSK-CCMP+TKIP][ESS],37:22.7,1,-86,30.399869,77.969299,962.4,238,WIFI
74:D0:2B:D1:15:48,Pov Staff Only,[WPA2-PSK-CCMP+TKIP][ESS],37:22.7,1,-95,30.399868,77.969299,962.4,238,WIFI
28:80:A2:05:C5:D3,Poverello Center,[WPA2-PSK-CCMP+TKIP][ESS],37:22.7,2,-86,30.399868,77.969299,962.4,238,WIFI
FC:EC:DA:97:BE:69,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],37:22.7,6,-88,30.399866,77.969299,962.4,238,WIFI
FE:EC:DA:97:BE:69,Missoula Paddleheads  - Guest,[ESS],37:22.7,6,-70,30.399866,77.969299,962.4,238,WIFI
FE:EC:DA:AD:D3:85,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],37:22.7,6,-70,30.399864,77.969299,962.4,9999,WIFI
2A:E8:29:5A:1B:8C,CenturyLink1236,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],37:22.7,11,-70,30.399864,77.969299,962.4,9999,WIFI
18:E8:29:5A:1B:8C,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],37:22.7,11,-90,30.399864,77.969299,962.4,9999,WIFI
8C:59:73:34:5B:3C,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],37:22.7,11,-85,30.399864,77.969299,962.4,9999,WIFI
1A:E8:29:5A:1B:8C,Missoula Paddleheads  - Guest,[ESS],37:22.7,11,-88,30.399862,77.969299,962.4,9999,WIFI
18:E8:29:14:23:3A,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],37:26.9,1,-85,30.399862,77.969299,962.4,9999,WIFI
2A:E8:29:14:23:36,Missoula Paddleheads  - Guest,[ESS],37:26.9,1,-91,30.399854,77.969299,962.4,9999,WIFI
1A:E8:29:14:23:36,CenturyLink4755,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],37:26.9,2,-86,30.399854,77.969299,962.4,9999,WIFI
2A:E8:29:14:23:3A,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],37:26.9,2,-89,30.399847,77.969299,962.4,9999,WIFI
70:F2:20:E1:29:23,MySpectrumWiFic0-2G,[WPA2-PSK-CCMP+TKIP][ESS],37:26.9,4,-88,30.399847,77.969299,962.4,9999,WIFI
1A:E8:29:14:23:3A,fuel,[WPA2-PSK-CCMP+TKIP][ESS],37:26.9,6,-89,30.402223,77.968917,962.4,9999,WIFI
08:D5:9D:8F:8A:C6,MySpectrumWiFi08-2G,[WPA2-PSK-CCMP+TKIP][ESS],37:26.9,6,-85,30.402292,77.968933,962.4,9999,WIFI
74:D0:2B:D1:15:48,Imagine_Guest,[WPA2-PSK-CCMP+TKIP][ESS],37:27.0,6,-72,30.402292,77.968933,962.4,9999,WIFI
58:90:43:CE:31:0E,Tetons Baseball,[WPA2-PSK-CCMP+TKIP][ESS],37:27.0,6,-72,30.402362,77.968933,962.4,9999,WIFI
B6:FB:E4:71:92:0D,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],37:27.0,6,-72,30.402362,77.968933,962.4,9999,WIFI
28:80:A2:05:C5:D3,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],37:27.0,8,-89,30.402427,77.968955,962.4,9999,WIFI
FC:EC:DA:AD:D3:85,Missoula Paddleheads  - Guest,[ESS],37:27.0,8,-92,30.402427,77.968955,962.4,9999,WIFI
FE:EC:DA:AD:D3:85,CenturyLink7995,[WPA2-PSK-CCMP+TKIP][ESS],37:31.2,11,-87,30.402477,77.968971,962.4,9999,WIFI
0E:EC:DA:AD:D3:85,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],37:31.2,11,-91,30.402477,77.968971,962.4,9999,WIFI
02:6A:E3:72:D2:DF,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],37:31.2,6,-87,30.402545,77.968971,963,238,WIFI
18:E8:29:5A:1B:8C,Missoula Paddleheads  - Guest,[ESS],37:31.2,8,-93,30.402545,77.968971,963,238,WIFI
1A:E8:29:5A:1B:8C,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],37:31.2,11,-91,30.402616,77.968986,963,238,WIFI
2A:E8:29:5A:1B:8C,Imagine,[WPA2-PSK-CCMP+TKIP][ESS],37:31.2,11,-94,30.402616,77.968986,963,238,WIFI
1A:E8:29:14:23:3A,herpderp,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],37:31.2,11,-91,30.402692,77.969009,963,238,WIFI
B4:FB:E4:71:92:0D,BRCiti,[WPA2-PSK-CCMP+TKIP][ESS],37:31.2,6,-89,30.402692,77.969009,963,238,WIFI
0A:18:D6:69:F1:FD,Missoula Paddleheads  - Guest,[ESS],37:31.2,8,-91,30.40277,77.969032,963,238,WIFI
60:B7:6E:A9:AA:AE,MySpectrumWiFi08-2G,[WPA2-PSK-CCMP+TKIP][ESS],37:31.2,1,-92,30.40277,77.969032,963,238,WIFI
2A:E8:29:14:23:3A,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],37:31.2,1,-92,30.402849,77.969055,963,238,WIFI
58:90:43:CE:31:0E,CenturyLink1236,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],37:31.2,6,-92,30.402849,77.969055,963,238,WIFI
18:E8:29:14:23:3A,CenturyLink4668,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],37:31.2,6,-94,30.402925,77.969078,963,238,WIFI
8C:59:73:34:5B:3C,Hummingbird Haven,[WPA2-PSK-CCMP+TKIP][ESS],37:31.3,8,-89,30.402925,77.969078,963,238,WIFI
70:F2:20:E1:23:B3,CenturyLink4448,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],37:31.3,11,-89,30.402999,77.969108,963,238,WIFI
28:80:88:BE:8B:4B,CenturyLink4603,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],37:31.3,1,-92,30.402999,77.969108,963,238,WIFI
70:F2:20:E1:15:F3,CenturyLink4655,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],37:35.5,3,-85,30.403078,77.969116,963,238,WIFI
70:F2:20:E1:1F:A3,MySpectrumWiFic0-2G,[WPA2-PSK-CCMP+TKIP][ESS],37:35.5,4,-84,30.403078,77.969116,963,238,WIFI
70:F2:20:E1:22:E3,fuel,[WPA2-PSK-CCMP+TKIP][ESS],37:35.5,6,-85,30.403154,77.969116,963,238,WIFI
08:D5:9D:8F:8A:C6,MySpectrumWiFi80-2G,[WPA2-PSK-CCMP+TKIP][ESS],37:35.5,6,-84,30.403154,77.969116,963,238,WIFI
74:D0:2B:D1:15:48,Secret Tunnel,[WPA2-PSK-CCMP+TKIP][ESS],37:35.5,11,-85,30.403232,77.969116,963,238,WIFI
B0:B2:8F:7B:E1:86,Imagine_Guest,[WPA2-PSK-CCMP+TKIP][ESS],37:35.5,1,-89,30.403232,77.969116,963,238,WIFI
CC:40:D0:13:36:CF,Tetons Baseball,[WPA2-PSK-CCMP+TKIP][ESS],37:35.5,3,-95,30.40331,77.969139,963,238,WIFI
B6:FB:E4:71:92:0D,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],37:35.5,4,-92,30.40331,77.969139,963,238,WIFI
28:80:A2:05:C5:D3,Missoula Paddleheads  - Guest,[ESS],37:35.5,6,-91,30.403392,77.969169,963,238,WIFI
FC:EC:DA:AD:D3:85,Poverello Center,[WPA2-PSK-CCMP+TKIP][ESS],37:35.5,8,-89,30.403392,77.969169,963,238,WIFI
0E:EC:DA:AD:D3:85,Missoula Paddleheads  - Guest,[ESS],37:35.5,11,-92,30.403476,77.9692,963,238,WIFI
FE:EC:DA:97:BE:69,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],37:35.5,11,-90,30.403476,77.9692,963,238,WIFI
2A:E8:29:14:23:36,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],37:35.5,11,-91,30.403562,77.969223,963.2,238,WIFI
18:E8:29:5A:1B:8C,Missoula Paddleheads  - Guest,[ESS],37:35.5,6,-86,30.403562,77.969223,963.2,238,WIFI
1A:E8:29:5A:1B:8C,Imagine_Guest,[WPA2-PSK-CCMP+TKIP][ESS],37:35.5,11,-82,30.403646,77.969261,963.2,238,WIFI
2A:E8:29:5A:1B:8C,Imagine,[WPA2-PSK-CCMP+TKIP][ESS],37:35.5,2,-81,30.403646,77.969261,963.2,238,WIFI
B6:FB:E4:71:92:0D,Missoula Paddleheads  - Guest,[ESS],37:35.5,6,-83,30.403736,77.969291,963.2,238,WIFI
B4:FB:E4:71:92:0D,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],37:35.6,10,-87,30.403736,77.969291,963.2,238,WIFI
2A:E8:29:14:23:36,MySpectrumWiFic0-2G,[WPA2-PSK-CCMP+TKIP][ESS],37:35.6,11,-87,30.403821,77.969329,963.2,238,WIFI
18:E8:29:14:23:36,CenturyLink7995,[WPA2-PSK-CCMP+TKIP][ESS],37:43.9,11,-86,30.403821,77.969329,963.2,238,WIFI
08:D5:9D:8F:8A:C6,MySpectrumWiFi08-2G,[WPA2-PSK-CCMP+TKIP][ESS],37:43.9,1,-86,30.403909,77.969367,963.2,238,WIFI
02:6A:E3:72:D2:DF,BRCiti,[WPA2-PSK-CCMP+TKIP][ESS],37:43.9,4,-88,30.403909,77.969367,963.2,238,WIFI
58:90:43:CE:31:0E,Missoula Paddleheads  - Guest,[ESS],37:43.9,1,-86,30.403999,77.969398,963.2,238,WIFI
60:B7:6E:A9:AA:AE,CenturyLink4655,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],37:43.9,6,-84,30.403999,77.969398,963.2,238,WIFI
2A:E8:29:14:23:3A,fuel,[WPA2-PSK-CCMP+TKIP][ESS],37:43.9,8,-87,30.404087,77.969436,963.2,238,WIFI
70:F2:20:E1:22:E3,MySpectrumWiFi80-2G,[WPA2-PSK-CCMP+TKIP][ESS],37:44.0,11,-89,30.404087,77.969436,963.2,238,WIFI
74:D0:2B:D1:15:48,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],37:44.0,1,-92,30.40417,77.969459,963.2,238,WIFI
B0:B2:8F:7B:E1:86,Poverello Center,[WPA2-PSK-CCMP+TKIP][ESS],37:44.0,3,-92,30.40417,77.969459,963.2,238,WIFI
1A:E8:29:14:23:3A,CenturyLink4755,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],37:44.0,4,-88,30.406337,77.970016,963.2,238,WIFI
FE:EC:DA:97:BE:69,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],37:44.0,6,-88,30.406337,77.970016,963.2,238,WIFI
70:F2:20:E1:29:23,DEA Task 2,[WPA2-PSK-CCMP+TKIP][ESS],37:44.0,8,-87,30.406433,77.970039,963.2,238,WIFI
18:E8:29:14:23:3A,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],37:44.0,11,-73,30.406433,77.970039,963.2,238,WIFI
28:CF:DA:B4:1E:91,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],37:48.2,11,-74,30.406528,77.970069,963.5,238,WIFI
18:E8:29:5A:1B:8C,Missoula Paddleheads  - Guest,[ESS],37:48.2,11,-74,30.406528,77.970069,963.5,238,WIFI
1A:E8:29:5A:1B:8C,Imagine_Guest,[WPA2-PSK-CCMP+TKIP][ESS],37:48.2,11,-82,30.406625,77.970085,963.5,238,WIFI
2A:E8:29:5A:1B:8C,MySpectrumWiFic0-2G,[WPA2-PSK-CCMP+TKIP][ESS],37:48.2,1,-82,30.406625,77.970085,963.5,238,WIFI
B6:FB:E4:71:92:0D,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],37:48.2,1,-88,30.406723,77.970092,963.5,238,WIFI
08:D5:9D:8F:8A:C6,MySpectrumWiFi08-2G,[WPA2-PSK-CCMP+TKIP][ESS],37:48.2,3,-92,30.406723,77.970092,963.5,238,WIFI
1A:E8:29:14:23:3A,DIRECT-F4-HP OfficeJet 4650,[WPA2-PSK-CCMP+TKIP][ESS],37:48.2,6,-88,30.406822,77.9701,963.5,238,WIFI
58:90:43:CE:31:0E,Missoula Paddleheads  - Guest,[ESS],37:48.2,6,-81,30.406822,77.9701,963.5,238,WIFI
AC:E2:D3:A7:2B:F5,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],37:48.2,6,-86,30.406915,77.970092,963.5,238,WIFI
2A:E8:29:14:23:3A,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],37:48.2,11,-82,30.406915,77.970092,963.5,238,WIFI
18:E8:29:14:23:3A,CenturyLink7805,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],37:48.2,11,-83,30.407009,77.970085,963.5,238,WIFI
FE:EC:DA:AD:D3:85,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],37:48.2,1,-81,30.407009,77.970085,963.5,238,WIFI
5C:E2:8C:D4:32:48,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],37:48.2,1,-93,30.407098,77.970069,963.7,239,WIFI
18:E8:29:5A:1B:8C,Missoula Paddleheads  - Guest,[ESS],37:48.3,4,-72,30.407098,77.970069,963.7,239,WIFI
1A:E8:29:5A:1B:8C,Missoula Paddleheads  - Guest,[ESS],37:48.3,1,-72,30.40718,77.970062,963.7,239,WIFI
2A:E8:29:5A:1B:8C,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],37:52.5,6,-72,30.40718,77.970062,963.7,239,WIFI
2A:E8:29:14:23:3A,MySpectrumWiFic0-2G,[WPA2-PSK-CCMP+TKIP][ESS],37:52.5,6,-83,30.407255,77.970054,963.7,239,WIFI
18:E8:29:14:23:3A,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],37:52.5,6,-93,30.407255,77.970054,963.7,239,WIFI
08:D5:9D:8F:8A:C6,Citi2,[WPA2-PSK-CCMP+TKIP][ESS],37:56.6,7,-89,30.407323,77.970039,963.7,239,WIFI
1A:E8:29:14:23:3A,ARRIS-0615,[WPA2-PSK-CCMP+TKIP][ESS],37:56.6,8,-87,30.407323,77.970039,963.7,239,WIFI
10:DA:43:80:A3:D1,Missoula Paddleheads  - Guest,[ESS],37:56.6,10,-85,30.407386,77.970016,963.7,239,WIFI
C0:A0:0D:A6:34:90,SpectrumSetup-50,[WPA2-PSK-CCMP+TKIP][ESS],37:56.6,11,-90,30.407386,77.970016,963.7,239,WIFI
2A:E8:29:14:23:88,fuel,[WPA2-PSK-CCMP+TKIP][ESS],38:00.8,11,-84,30.407447,77.970001,963.7,239,WIFI
58:2F:F7:6A:26:56,Pov Staff Only,[WPA2-PSK-CCMP+TKIP][ESS],38:00.8,1,-83,30.407447,77.970001,963.7,239,WIFI
