MAC,SSID,Encryption,FirstSeen,Channel,RSSI,Latitude,Longitude,AltitudeMeters,AccuracyMeters,Type
00:06:AE:EF:EC:03,BSNL,[WPA2-PSK-CCMP+TKIP][ESS],38:26.1,1,-86,30.411125,77.966857,965.6,234,WIFI
00:1E:A6:CA:F4:2D,MEGAHERT AURA WIFI-204,[WPA2-PSK-CCMP+TKIP][ESS],38:26.1,1,-90,30.411125,77.966857,965.6,234,WIFI
80:26:89:AD:E6:D0,SONA-34,[WPA2-PSK-CCMP+TKIP][ESS],38:26.1,4,-89,30.411127,77.966857,965.6,234,WIFI
1C:18:4A:86:66:00,bsnl ashish,[WPA2-PSK-CCMP+TKIP][ESS],38:26.1,1,-80,30.411127,77.966857,965.6,234,WIFI
04:95:E6:A7:AF:A0,FTTH-BSNL-ASHISH,[ESS],38:30.3,6,-80,30.411121,77.96685,965.6,234,WIFI
54:47:E8:36:4B:89,Room 211,[WPA2-PSK-CCMP+TKIP][ESS],38:30.3,6,-81,30.411121,77.96685,965.6,234,WIFI
50:0F:F5:65:AF:B1,Galaxy M323410,[WPA2-PSK-CCMP+TKIP][ESS],38:30.3,6,-90,30.411119,77.966857,965.6,234,WIFI
C4:70:0B:19:DE:84,JioPrivateNet,[WPA2-PSK-CCMP+TKIP][ESS],38:30.3,7,-89,30.411119,77.966857,965.6,234,WIFI
96:00:FE:F3:69:39,MEGAHERTZ WIFI,[ESS],38:30.3,8,-88,30.411113,77.96685,965.6,234,WIFI
D6:3A:71:6E:14:57,iBall-Baton,[WPA2-PSK-CCMP+TKIP][ESS],38:30.3,10,-84,30.411113,77.96685,965.6,234,WIFI
00:1E:A6:98:76:50,megahertz_parth,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],38:30.3,11,-91,30.411108,77.966842,965.6,234,WIFI
C4:70:0B:3D:2E:00,MEGAHERTZ_AURA-205,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],38:30.3,11,-92,30.411108,77.966842,965.6,234,WIFI
60:A4:B7:E2:59:98,KRISH WIFI,[ESS],38:13.4,1,-91,30.411108,77.966842,965.6,234,WIFI
B0:95:75:89:64:C8,"Room 212,",[WPA2-PSK-CCMP+TKIP][ESS],38:13.4,1,-92,30.411108,77.966842,965.6,234,WIFI
50:2B:73:E3:85:E8,"BRIGHT HOME WIFI,",[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],38:13.4,2,-84,30.411106,77.966842,965.6,234,WIFI
C0:25:2F:80:24:E6,"Bisth PG,",[WPA2-PSK-CCMP+TKIP][ESS],38:13.4,4,-84,30.411106,77.966842,965.6,234,WIFI
04:95:E6:A7:AF:A0,"Room 313,",[WPA2-PSK-CCMP+TKIP][ESS],38:13.5,4,-74,30.411104,77.966842,970.1,234,WIFI
50:0F:F5:30:9D:61,"JioPrivateNet,",[ESS],38:13.5,1,-74,30.411104,77.966842,970.1,234,WIFI
C0:25:2F:69:6D:FC,"Ftth_bsnl_13,",[WPA2-PSK-CCMP+TKIP][ESS],38:13.5,6,-74,30.4111,77.966842,970.1,234,WIFI
54:47:E8:36:4B:89,"COFE_4482,",[ESS],38:13.5,6,-90,30.4111,77.966842,970.1,234,WIFI
C8:3A:35:4E:C0:F8,MEGAHERTZ-SARTHAK-C 6+7,[WPA2-PSK-CCMP+TKIP][ESS],38:13.5,7,-90,30.4111,77.966842,970.1,234,WIFI
96:00:FE:F3:69:39,Room 210,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],38:17.7,7,-88,30.4111,77.966842,970.1,234,WIFI
00:06:AE:EF:EC:03,SONA_221,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],38:17.7,7,-92,30.411104,77.966842,970.1,234,WIFI
00:1E:A6:98:76:50,Room 211,[WPA2-PSK-CCMP+TKIP][ESS],38:17.7,8,-90,30.411104,77.966842,970.1,234,WIFI
00:1E:A6:98:76:28,MEGAHERTZ-SARTHAK- C3+4,[WPA2-PSK-CCMP+TKIP][ESS],38:17.7,8,-88,30.410625,77.968376,970.1,234,WIFI
50:2B:73:D4:E4:20,FTTH-BSNL-ASHISH,[WPA2-PSK-CCMP+TKIP][ESS],38:17.7,9,-88,30.410629,77.968399,970.1,234,WIFI
04:95:E6:A7:2B:20,bsnl ashish,[WPA2-PSK-CCMP+TKIP][ESS],38:17.7,10,-90,30.410629,77.968399,970.1,234,WIFI
5C:02:14:C6:CE:BB,SONA_DVR2,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],38:17.7,11,-90,30.410633,77.968421,970.1,234,WIFI
C8:3A:35:4D:6A:98,SONA-32,[WPA2-PSK-CCMP+TKIP][ESS],38:17.7,11,-93,30.410633,77.968421,970.1,234,WIFI
08:5A:11:F9:DC:B4,Galaxy M323410,[WPA2-PSK-CCMP+TKIP][ESS],38:17.7,11,-84,30.41064,77.96846,970.1,234,WIFI
B0:95:75:89:64:C8,JioPrivateNet,[WPA2-PSK-CCMP+TKIP][ESS],38:17.7,11,-90,30.41064,77.96846,967.6,234,WIFI
E8:65:D4:00:CB:38,iBall-Baton,[ESS],38:34.5,12,-72,30.410642,77.968505,967.6,234,WIFI
00:06:AE:EF:BC:6B,megahertz_parth,[ESS],38:34.5,1,-71,30.410642,77.968505,967.6,234,WIFI
C8:E7:D8:92:C5:0A,MEGAHERTZ SARTHAK  BOYS HOSTEL,[WPA2-PSK-CCMP+TKIP][ESS],38:34.5,1,-71,30.410646,77.968551,967.6,234,WIFI
30:8E:7A:53:44:82,MEGAHERT AURA WIFI-204,[WPA2-PSK-CCMP+TKIP][ESS],38:34.5,2,-84,30.410646,77.968551,967.6,234,WIFI
50:2B:73:D5:81:D8,KRISH WIFI,[WPA2-PSK-CCMP+TKIP][ESS],38:34.5,1,-90,30.410646,77.968605,967.6,234,WIFI
E8:65:D4:00:CB:30,"FTTH-BSNL-21,",[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],38:34.5,4,-86,30.410646,77.968605,967.6,234,WIFI
C0:25:2F:01:CA:3E,"Room 313,",[ESS],38:34.5,4,-91,30.410652,77.968658,967.6,234,WIFI
C8:3A:35:4E:C0:F8,"JioPrivateNet,",[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],38:34.5,4,-91,30.410652,77.968658,967.6,234,WIFI
E4:C3:2A:33:E1:8E,"Ftth_bsnl_13,",[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],38:34.5,1,-88,30.410667,77.968704,967.6,234,WIFI
54:47:E8:36:4B:89,"COFE_4482,",[WPA2-PSK-CCMP+TKIP][ESS],38:34.5,5,-87,30.410667,77.968704,967.6,234,WIFI
C0:25:2F:69:6D:FC,CamaZotZ,[WPA2-PSK-CCMP+TKIP][ESS],38:34.5,6,-88,30.410697,77.968742,967.6,234,WIFI
C8:E7:D8:93:42:D0,Netflix wi fi,[WPA2-PSK-CCMP+TKIP][ESS],38:34.5,6,-86,30.410697,77.968742,967.6,234,WIFI
50:0F:F5:2F:48:51,MEGAHERT AURA WIFI-204,[ESS],38:38.7,7,-78,30.410732,77.96878,967.6,234,WIFI
96:00:FE:F3:69:39,Tenda_9E4868,[WPA2-PSK-CCMP+TKIP][ESS],38:38.7,7,-78,30.410732,77.96878,967.6,234,WIFI
00:06:AE:EF:EC:03,Room 302,[WPA2-PSK-CCMP+TKIP][ESS],38:38.7,8,-78,30.410781,77.968803,967.6,234,WIFI
00:1E:A6:98:76:28,MEGAHERTZ_SARTHAK-B1+B2,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],38:38.7,1,-89,30.410781,77.968803,967.6,234,WIFI
50:2B:73:D4:E4:20,FTTH-BSNL-ASHISH,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],38:38.7,9,-88,30.410829,77.968826,967.6,234,WIFI
E4:C3:2A:33:E1:AC,MEGAHERTZ-SARTHAK-C8+9,[ESS],38:38.8,10,-90,30.410829,77.968826,964,235,WIFI
04:95:E6:A7:AF:A0,CamaZotZ,[WPA2-PSK-CCMP+TKIP][ESS],38:38.8,11,-88,30.410882,77.968841,964,235,WIFI
5C:02:14:C6:CE:BB,SONA_DVR2,[WPA2-PSK-CCMP+TKIP][ESS],38:38.8,11,-89,30.410882,77.968841,964,235,WIFI
C8:E7:D8:8E:9D:5A,JioPrivateNet,[WPA2-PSK-CCMP+TKIP][ESS],38:38.8,11,-87,30.410936,77.968841,964,235,WIFI
E8:65:D4:00:CB:38,Galaxy M323410,[WPA2-PSK-CCMP+TKIP][ESS],38:38.8,12,-93,30.410936,77.968841,964,235,WIFI
00:06:AE:EF:BC:6B,iBall-Baton,[WPA2-PSK-CCMP+TKIP][ESS],38:38.8,1,-86,30.410989,77.968856,964,235,WIFI
C8:E7:D8:92:C5:0A,MEGAHERTZ-SARTHAK-C 6+7,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],38:38.8,1,-87,30.410989,77.968856,964,235,WIFI
30:8E:7A:53:44:82,Room 309,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],38:38.8,1,-92,30.411041,77.968849,964,235,WIFI
04:95:E6:A6:BE:A0,MEGAHERTZ SARTHAK  BOYS HOSTEL,[ESS],38:38.8,2,-75,30.411041,77.968849,964,235,WIFI
04:95:E6:9E:48:50,Room 009,[WPA2-PSK-CCMP+TKIP][ESS],38:38.8,2,-75,30.411096,77.968849,964,235,WIFI
04:95:E6:A7:AF:A0,"Hasi ke chakkar me na rahiyo,",[WPA2-PSK-CCMP+TKIP][ESS],38:38.8,1,-76,30.411096,77.968849,964,235,WIFI
04:95:E6:9E:48:68,"Tenda_9E4880,",[WPA2-PSK-CCMP+TKIP][ESS],38:38.8,4,-82,30.411148,77.968849,964,235,WIFI
C8:3A:35:4E:C0:B8,"Room 007,",[WPA2-PSK-CCMP+TKIP][ESS],38:38.8,4,-82,30.411148,77.968849,959.4,235,WIFI
50:2B:73:D5:5E:28,"Room 305,",[ESS],38:38.8,1,-82,30.411207,77.968856,959.4,235,WIFI
54:47:E8:36:4B:89,"FTTH-BSNL-21,",[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],38:38.8,1,-94,30.411207,77.968856,959.4,235,WIFI
E4:C3:2A:33:DC:70,"FTTH BSML 9---,",[WPA2-PSK-CCMP+TKIP][ESS],38:43.0,6,-75,30.411266,77.968864,959.4,235,WIFI
04:95:E6:A6:BE:A0,"Room 313,",[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],38:43.0,6,-75,30.411266,77.968864,959.4,235,WIFI
C8:E7:D8:93:42:D0,"JioPrivateNet,",[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],38:43.0,6,-75,30.411323,77.968872,959.4,235,WIFI
00:06:AE:EF:EC:03,"Ftth_bsnl_13,",[WPA2-PSK-CCMP+TKIP][ESS],38:43.0,5,-86,30.411323,77.968872,959.4,235,WIFI
96:00:FE:F3:69:39,"I Can See your Photos!,",[WPA2-PSK-CCMP+TKIP][ESS],38:43.0,3,-86,30.411382,77.968879,959.4,235,WIFI
00:1E:A6:98:76:28,"MEGAHERTZ 002,",[ESS],38:43.0,5,-88,30.411382,77.968879,959.4,235,WIFI
50:2B:73:D5:81:D8,MEGAHERTZ UNIK WIFI_315,[WPA2-PSK-CCMP+TKIP][ESS],38:43.0,6,-93,30.411441,77.968887,959.4,235,WIFI
C8:3A:35:4D:ED:30,"COFE_4482,",[WPA2-PSK-CCMP+TKIP][ESS],38:43.0,7,-77,30.411441,77.968887,959.4,235,WIFI
E4:C3:2A:33:E1:AC,CamaZotZ,[WPA2-PSK-CCMP+TKIP][ESS],38:43.0,8,-78,30.4115,77.968902,959.4,235,WIFI
50:2B:73:F7:C1:40,MEGAHERTZ-SARTHAK-C 6+7,[WPA2-PSK-CCMP+TKIP][ESS],38:43.0,7,-76,30.4115,77.968902,959.4,235,WIFI
04:95:E6:8D:0E:E0,SONA_221,[WPA2-PSK-CCMP+TKIP][ESS],38:43.1,10,-89,30.41156,77.968917,959.5,235,WIFI
04:95:E6:9E:48:80,STARK,[ESS],38:43.1,10,-87,30.41156,77.968917,959.5,235,WIFI
C8:3A:35:D7:E3:30,MEGAHERTZ UNIK WIFI,[WPA2-PSK-CCMP+TKIP][ESS],38:43.1,10,-88,30.412551,77.970794,959.5,235,WIFI
C8:3A:35:D7:63:30,MEGAHERTZ-SARTHAK-C8+9,[WPA2-PSK-CCMP+TKIP][ESS],38:43.1,11,-94,30.41254,77.970855,959.5,235,WIFI
C8:E7:D8:8E:9D:5A,FTTH-BSNL-ASHISH,[WPA2-PSK-CCMP+TKIP][ESS],38:43.1,11,-88,30.41254,77.970855,959.5,235,WIFI
C0:A5:DD:19:94:56,MEGAHERT AURA WIFI-204,[ESS],38:43.1,11,-74,30.412532,77.970924,959.5,235,WIFI
E8:65:D4:00:CB:38,JioPrivateNet,[ESS],38:43.1,11,-74,30.412532,77.970924,959.5,235,WIFI
00:06:AE:EF:BC:6B,Galaxy M323410,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],38:43.1,11,-74,30.412521,77.970977,959.5,235,WIFI
C8:E7:D8:92:C5:0A,megahertz_parth,[WPA2-PSK-CCMP+TKIP][ESS],38:43.1,1,-86,30.412521,77.970977,959.5,235,WIFI
D8:47:32:2F:42:FE,BSNL-ROOM-15,[WPA2-PSK-CCMP+TKIP][ESS],38:43.1,4,-89,30.412509,77.971023,959.5,235,WIFI
50:2B:73:D8:18:B0,MEGAHERTZ UNIK WIFI_315,[WPA2-PSK-CCMP+TKIP][ESS],38:43.1,1,-85,30.412509,77.971023,959.5,235,WIFI
04:95:E6:9E:0B:79,MEGAHERTZ SARTHAK  BOYS HOSTEL,[WPA2-PSK-CCMP+TKIP][ESS],38:43.1,1,-86,30.412498,77.971076,959.5,235,WIFI
30:8E:7A:53:44:82,Unik 201,[WPA2-PSK-CCMP+TKIP][ESS],38:43.1,2,-90,30.412498,77.971076,959.5,235,WIFI
04:95:E6:A6:BE:A0,ROOM_001,[ESS],38:47.3,1,-88,30.412487,77.97113,959.5,235,WIFI
50:2B:73:D5:81:D8,KRISH WIFI,[WPA2-PSK-CCMP+TKIP][ESS],38:47.3,3,-93,30.412487,77.97113,959.5,235,WIFI
C0:25:2F:01:CA:3E,MEGAHERTZ_SARTHAK-B1+B2,[WPA2-PSK-CCMP+TKIP][ESS],38:47.3,4,-88,30.41246,77.971176,959.5,235,WIFI
04:95:E6:9E:0B:78,"MELON_LUSK,",[ESS],38:47.3,4,-83,30.41246,77.971176,959.5,235,WIFI
04:95:E6:A6:BF:A0,"MEGAHERTZ-SARTHAK-B 8+9,",[WPA2-PSK-CCMP+TKIP][ESS],38:47.3,1,-83,30.412445,77.971229,959.5,235,WIFI
E4:C3:2A:33:DC:70,"Hasi ke chakkar me na rahiyo,",[WPA2-PSK-CCMP+TKIP][ESS],38:47.3,6,-83,30.412445,77.971229,959.5,235,WIFI
54:47:E8:36:4B:89,SONA_DVR2,[WPA2-PSK-CCMP+TKIP][ESS],38:47.3,6,-88,30.412439,77.971275,959.5,235,WIFI
04:95:E6:A7:AF:A0,"BRIGHT HOME WIFI,",[WPA2-PSK-CCMP+TKIP][ESS],38:47.3,7,-90,30.412439,77.971275,959.5,235,WIFI
00:06:AE:EF:EC:03,"D1+D2,",[WPA2-PSK-CCMP+TKIP][ESS],38:47.3,1,-85,30.412431,77.971313,959.5,235,WIFI
96:00:FE:F3:69:39,"MERCUSYS_C504,",[WPA2-PSK-CCMP+TKIP][ESS],38:47.3,1,-95,30.412431,77.971313,959.5,235,WIFI
50:2B:73:D4:E4:20,Room_104,[ESS],38:47.4,8,-87,30.412425,77.971359,959.5,235,WIFI
C8:E7:D8:92:C5:02,Petrolium NAHI IIT,[WPA2-PSK-CCMP+TKIP][ESS],38:47.4,8,-87,30.412425,77.971359,959.5,235,WIFI
04:95:E6:9E:0B:79,ROOM_106,[WPA2-PSK-CCMP+TKIP][ESS],38:47.4,9,-85,30.412414,77.971397,959.5,235,WIFI
E4:C3:2A:33:E1:AC,Room 203,[WPA2-PSK-CCMP+TKIP][ESS],38:47.4,9,-89,30.412414,77.971397,959.5,235,WIFI
04:95:E6:A6:BF:88,CamaZotZ,[WPA2-PSK-CCMP+TKIP][ESS],38:47.4,1,-89,30.412405,77.971443,959.5,235,WIFI
50:2B:73:AC:6B:E0,BSNL-ROOM-15,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],38:47.4,10,-69,30.412405,77.971443,959.5,235,WIFI
5C:02:14:C6:CE:BB,SONA_221,[ESS],38:47.4,10,-70,30.412391,77.971488,959.5,235,WIFI
50:2B:73:D5:5E:28,MEGAHERTZ_SARTHAK-C1+2,[WPA2-PSK-CCMP+TKIP][ESS],38:47.4,10,-70,30.412391,77.971488,959.5,235,WIFI
60:A4:B7:E2:59:98,DreamCrushers,[WPA2-PSK-CCMP+TKIP][ESS],38:47.4,1,-85,30.41238,77.971534,959.5,235,WIFI
50:2B:73:DA:5F:90,MEGAHERTZ_SARTHAK-B1+B2,[WPA2-PSK-CCMP+TKIP][ESS],38:47.4,11,-93,30.41238,77.971534,959.5,235,WIFI
04:95:E6:8D:0E:E0,MEGAHERTZ-SARTHAK- C3+4,[WPA2-PSK-CCMP+TKIP][ESS],38:47.4,11,-84,30.41237,77.971588,959.5,235,WIFI
C8:E7:D8:93:42:D0,Vikash-5G,[ESS],38:47.4,11,-89,30.41237,77.971588,959.5,235,WIFI
08:5A:11:F9:DC:B4,JioPrivateNet,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],38:47.4,1,-89,30.412361,77.971641,959.5,235,WIFI
34:60:F9:8E:F5:FB,Galaxy M323410,[WPA2-PSK-CCMP+TKIP][ESS],38:47.4,1,-85,30.412361,77.971641,959.5,235,WIFI
C8:E7:D8:92:C5:04,Aarchie’s iPhone,[WPA2-PSK-CCMP+TKIP][ESS],38:47.4,1,-88,30.412347,77.971687,959.5,235,WIFI
C8:E7:D8:7A:81:72,BRIGHT HOME WIFI 8,[WPA2-PSK-CCMP+TKIP][ESS],38:47.4,1,-85,30.412347,77.971687,959.5,235,WIFI
14:A7:2B:53:B2:6F,megahertz_parth,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],38:47.5,1,-90,30.412336,77.971725,959.5,235,WIFI
C8:E7:D8:7A:81:24,Unik 201,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],38:47.5,1,-88,30.412336,77.971725,959.5,235,WIFI
C8:3A:35:4D:3C:38,MEGAHERTZ AURA WIFI,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],38:47.5,2,-75,30.412328,77.971786,959.5,235,WIFI
04:95:E6:A6:BE:A0,MEGAHERTZ-SARTHAK-C 6+,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],38:51.7,2,-75,30.412328,77.971786,959.5,235,WIFI
C8:E7:D8:92:C5:02,KRISH WIFI,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],38:51.7,3,-75,30.412315,77.971847,959.5,235,WIFI
C0:25:2F:01:CA:3E,"FTTH-BSNL-21,",[ESS],38:51.7,1,-87,30.412315,77.971847,959.5,235,WIFI
C8:3A:35:F9:5E:41,MEGAHERTZ UNIK WIFI_315,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],38:51.7,4,-89,30.412307,77.971893,959.5,235,WIFI
7C:A9:6B:8C:87:4D,MEGAHERT AURA WIFI-204,[ESS],38:51.7,4,-89,30.412307,77.971893,959.5,235,WIFI
50:2B:73:D5:5E:28,"JioPrivateNet,",[ESS],38:51.7,6,-88,30.412296,77.971946,959.5,235,WIFI
E4:C3:2A:33:E1:8E,"Ftth_bsnl_13,",[WPA2-PSK-CCMP+TKIP][ESS],38:51.7,6,-88,30.412296,77.971946,959.5,235,WIFI
7C:A9:6B:CB:56:15,"You want wifi,",[WPA2-PSK-CCMP+TKIP][ESS],38:51.7,6,-94,30.412292,77.971984,959.5,235,WIFI
00:06:AE:EF:EC:03,FTTH-BSNL-22,[WPA2-PSK-CCMP+TKIP][ESS],38:51.7,6,-86,30.412292,77.971984,959.5,235,WIFI
96:00:FE:F3:69:39,SONA_DVR2,[WPA2-PSK-CCMP+TKIP][ESS],38:51.7,7,-94,30.412286,77.972007,959.5,235,WIFI
DE:55:18:96:1C:5C,CamaZotZ,[ESS],38:51.7,8,-88,30.412286,77.972007,959.5,235,WIFI
08:5A:11:F9:DC:DC,MEGAHERTZ_SARTHAK-B1+B2,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],38:51.7,8,-94,30.413343,77.971954,959.5,235,WIFI
50:2B:73:D4:E4:20,BSNL-ROOM-15,[WPA2-PSK-CCMP+TKIP][ESS],38:51.7,1,-87,30.413343,77.971954,959.5,235,WIFI
04:95:E6:A6:BF:88,MEGAHERT AURA WIFI-204,[WPA2-PSK-CCMP+TKIP][ESS],38:51.7,9,-76,30.413339,77.971923,959.5,235,WIFI
04:95:E6:9E:0B:C8,MEGAHERTZ-SARTHAK-C 6+7,[WPA2-PSK-CCMP+TKIP][ESS],38:51.7,10,-76,30.413339,77.971923,956.8,235,WIFI
50:2B:73:D5:81:D8,MEGAHERTZ_SARTHAK-C1+2,[ESS],38:51.7,1,-76,30.41332,77.9719,956.8,235,WIFI
5C:02:14:C6:CE:BB,SONA_DVR1,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],38:51.8,1,-85,30.41332,77.9719,956.8,235,WIFI
C8:E7:D8:8E:9D:5A,Prakhar J,[WPA2-PSK-CCMP+TKIP][ESS],38:51.8,11,-95,30.413293,77.971885,956.8,235,WIFI
04:95:E6:9E:0B:79,Vikash-5G,[ESS],38:51.8,11,-86,30.413293,77.971885,956.8,235,WIFI
04:95:E6:A7:AF:A0,Galaxy M323410,[WPA2-PSK-CCMP+TKIP][ESS],38:51.8,11,-90,30.413261,77.971862,956.8,235,WIFI
00:06:AE:EF:BC:6B,JioPrivateNet,[ESS],38:51.8,1,-92,30.413261,77.971862,956.8,235,WIFI
C8:E7:D8:92:C5:0A,BRIGHT HOME WIFI 8,[WPA2-PSK-CCMP+TKIP][ESS],38:51.8,1,-90,30.413227,77.971847,958.4,235,WIFI
C8:E7:D8:8B:47:D4,Aarchie’s iPhone,[WPA2-PSK-CCMP+TKIP][ESS],38:51.8,1,-85,30.413227,77.971847,958.4,235,WIFI
C8:E7:D8:8E:9D:9A,iBall-Baton,[WPA2-PSK-CCMP+TKIP][ESS],38:51.8,1,-88,30.413192,77.971832,958.4,235,WIFI
C8:E7:D8:93:42:D0,"JioPrivateNet,",[WPA2-PSK-CCMP+TKIP][ESS],38:51.8,1,-88,30.413192,77.971832,958.4,235,WIFI
04:95:E6:A6:BE:A0,"Ftth_bsnl_13,",[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],38:51.8,1,-85,30.41316,77.971817,958.4,235,WIFI
50:2B:73:D5:5E:28,"D1+D2,",[WPA2-PSK-CCMP+TKIP][ESS],38:51.8,1,-94,30.41316,77.971817,958.4,235,WIFI
C8:E7:D8:92:C5:02,Pawan pg,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],38:51.8,2,-88,30.413125,77.971801,958.4,235,WIFI
04:95:E6:A7:AF:A0,MEGAHERTZ-SARTHAK-B3+4,[WPA2-PSK-CCMP+TKIP][ESS],38:51.8,2,-87,30.413125,77.971801,958.4,235,WIFI
50:2B:73:D5:81:D8,DIRECT-WQDESKTOP-L14884GmsMq,[WPA2-PSK-CCMP+TKIP][ESS],38:51.8,1,-88,30.413093,77.971778,958.4,235,WIFI
C8:3A:35:F9:5E:41,DreamCrushers,[WPA2-PSK-CCMP+TKIP][ESS],38:51.8,4,-91,30.413093,77.971778,958.4,235,WIFI
38:6B:1C:53:77:E1,NEXTWISE_KULDEEP_PG2,[WPA2-PSK-CCMP+TKIP][ESS],38:56.0,6,-89,30.413072,77.971763,958.4,235,WIFI
70:BB:E9:11:EB:57,Galaxy M323410,[WPA2-PSK-CCMP+TKIP][ESS],38:56.0,6,-85,30.413072,77.971763,960.1,236,WIFI
7C:A9:6B:CB:56:15,JioPrivateNet,[ESS],38:56.0,6,-84,30.413068,77.971748,960.1,236,WIFI
96:00:FE:F3:69:39,NEXTWISE_KULDEEP_PG,[WPA2-PSK-CCMP+TKIP][ESS],38:56.0,6,-86,30.413068,77.971748,960.1,236,WIFI
00:06:AE:EF:EC:03,"MEGAHERTZ JOSHI PG,",[ESS],38:56.0,7,-88,30.413047,77.971733,960.1,236,WIFI
08:5A:11:F9:DC:DC,"JioPrivateNet,",[ESS],38:56.0,11,-88,30.413047,77.971733,960.1,236,WIFI
DE:55:18:96:1C:5C,mohit 2,[WPA2-PSK-CCMP+TKIP][ESS],38:56.0,11,-92,30.413047,77.971702,960.1,236,WIFI
00:1E:A6:98:76:28,NEXTWISE-KULDEEPpG1,[WPA2-PSK-CCMP+TKIP][ESS],38:56.0,11,-90,30.413047,77.971702,960.1,236,WIFI
00:06:AE:EF:BC:6B,Galaxy M323410,[WPA2-PSK-CCMP+TKIP][ESS],38:56.0,1,-89,30.413011,77.971687,960.1,236,WIFI
C8:E7:D8:92:C5:0A,JioPrivateNet,[WPA2-PSK-CCMP+TKIP][ESS],38:56.0,2,-86,30.413011,77.971687,960.1,236,WIFI
34:60:F9:8E:F5:FB,NEXTWISE_KULDEEP_PG,[WPA2-PSK-CCMP+TKIP][ESS],38:56.1,3,-88,30.412969,77.971672,960.1,236,WIFI
C8:3A:35:1B:A1:60,ROOM_001,[ESS],38:56.1,3,-92,30.412969,77.971672,960.1,236,WIFI
E4:C3:2A:33:BB:FC,"JioPrivateNet,",[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],38:56.1,1,-88,30.412931,77.971656,960.1,236,WIFI
FE:77:74:F9:4F:75,NEXTWISE_KULDEEP_PG,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],38:56.1,6,-87,30.412931,77.971656,960.1,236,WIFI
7C:A9:6B:8C:87:4D,POCO M3,[WPA2-PSK-CCMP+TKIP][ESS],38:56.1,6,-88,30.412904,77.971641,960.1,236,WIFI
80:07:1B:7F:05:AD,BISHT BOYS,[WPA2-PSK-CCMP+TKIP][ESS],38:56.1,8,-91,30.412904,77.971641,960.1,236,WIFI
96:00:FE:F3:69:39,Netflix Thakur pg,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],38:56.1,11,-88,30.412878,77.971641,960.1,236,WIFI
00:06:AE:EF:EC:03,MEGAHERTZ_WIFI,[ESS],38:56.1,11,-92,30.412878,77.971641,960.1,236,WIFI
80:07:1B:7F:03:5D,Galaxy M323410,[WPA2-PSK-CCMP+TKIP][ESS],38:56.1,9,-93,30.412857,77.971649,960.1,236,WIFI
50:2B:73:E5:B9:C8,Room 310,[WPA2-PSK-CCMP+TKIP][ESS],38:56.1,10,-92,30.412857,77.971649,960.1,236,WIFI
00:06:AE:EF:BC:6B,NEXTWISE_KULDEEP_PG,[WPA2-PSK-CCMP+TKIP][ESS],38:56.1,11,-87,30.412832,77.971656,960.1,236,WIFI
